item_topic,source_topic,age_segment,dt,visits
Путешествия,История,26-30,2019-09-24 18:58:00,39
Путешествия,История,26-30,2019-09-24 18:59:00,41
Путешествия,История,26-30,2019-09-24 19:00:00,10
Путешествия,История,31-35,2019-09-24 18:29:00,1
Путешествия,История,31-35,2019-09-24 18:30:00,2
Путешествия,История,31-35,2019-09-24 18:31:00,3
Путешествия,История,31-35,2019-09-24 18:32:00,1
Путешествия,История,31-35,2019-09-24 18:52:00,2
Путешествия,История,31-35,2019-09-24 18:53:00,1
Путешествия,История,31-35,2019-09-24 18:54:00,5
Путешествия,История,31-35,2019-09-24 18:55:00,20
Путешествия,История,31-35,2019-09-24 18:56:00,31
Путешествия,История,31-35,2019-09-24 18:57:00,40
Путешествия,История,31-35,2019-09-24 18:58:00,36
Путешествия,История,31-35,2019-09-24 18:59:00,31
Путешествия,История,31-35,2019-09-24 19:00:00,12
Путешествия,История,36-40,2019-09-24 18:28:00,1
Путешествия,История,36-40,2019-09-24 18:31:00,1
Путешествия,История,36-40,2019-09-24 18:34:00,1
Путешествия,История,36-40,2019-09-24 18:53:00,2
Путешествия,История,36-40,2019-09-24 18:54:00,6
Путешествия,История,36-40,2019-09-24 18:55:00,11
Путешествия,История,36-40,2019-09-24 18:56:00,23
Путешествия,История,36-40,2019-09-24 18:57:00,20
Путешествия,История,36-40,2019-09-24 18:58:00,39
Путешествия,История,36-40,2019-09-24 18:59:00,18
Путешествия,История,36-40,2019-09-24 19:00:00,5
Путешествия,История,41-45,2019-09-24 18:31:00,1
Путешествия,История,41-45,2019-09-24 18:33:00,1
Путешествия,История,41-45,2019-09-24 18:52:00,1
Путешествия,История,41-45,2019-09-24 18:54:00,1
Путешествия,История,41-45,2019-09-24 18:55:00,5
Путешествия,История,41-45,2019-09-24 18:56:00,5
Путешествия,История,41-45,2019-09-24 18:57:00,14
Путешествия,История,41-45,2019-09-24 18:58:00,8
Путешествия,История,41-45,2019-09-24 18:59:00,13
Путешествия,История,41-45,2019-09-24 19:00:00,4
Путешествия,История,45+,2019-09-24 18:53:00,1
Путешествия,История,45+,2019-09-24 18:54:00,1
Путешествия,История,45+,2019-09-24 18:55:00,2
Путешествия,История,45+,2019-09-24 18:56:00,3
Путешествия,История,45+,2019-09-24 18:57:00,7
Путешествия,История,45+,2019-09-24 18:58:00,7
Путешествия,История,45+,2019-09-24 18:59:00,8
Путешествия,История,45+,2019-09-24 19:00:00,3
Путешествия,Кино,18-25,2019-09-24 18:30:00,1
Путешествия,Кино,18-25,2019-09-24 18:31:00,1
Путешествия,Кино,18-25,2019-09-24 18:32:00,2
Путешествия,Кино,18-25,2019-09-24 18:52:00,1
Путешествия,Кино,18-25,2019-09-24 18:55:00,2
Путешествия,Кино,18-25,2019-09-24 18:56:00,10
Путешествия,Кино,18-25,2019-09-24 18:57:00,10
Путешествия,Кино,18-25,2019-09-24 18:58:00,11
Путешествия,Кино,18-25,2019-09-24 18:59:00,12
Путешествия,Кино,18-25,2019-09-24 19:00:00,2
Путешествия,Кино,26-30,2019-09-24 18:31:00,2
Путешествия,Кино,26-30,2019-09-24 18:33:00,1
Путешествия,Кино,26-30,2019-09-24 18:54:00,3
Путешествия,Кино,26-30,2019-09-24 18:55:00,5
Путешествия,Кино,26-30,2019-09-24 18:56:00,11
Путешествия,Кино,26-30,2019-09-24 18:57:00,10
Путешествия,Кино,26-30,2019-09-24 18:58:00,13
Путешествия,Кино,26-30,2019-09-24 18:59:00,7
Путешествия,Кино,26-30,2019-09-24 19:00:00,4
Путешествия,Кино,31-35,2019-09-24 18:28:00,1
Путешествия,Кино,31-35,2019-09-24 18:29:00,1
Путешествия,Кино,31-35,2019-09-24 18:54:00,5
Путешествия,Кино,31-35,2019-09-24 18:55:00,5
Путешествия,Кино,31-35,2019-09-24 18:56:00,14
Путешествия,Кино,31-35,2019-09-24 18:57:00,20
Путешествия,Кино,31-35,2019-09-24 18:58:00,15
Путешествия,Кино,31-35,2019-09-24 18:59:00,11
Путешествия,Кино,31-35,2019-09-24 19:00:00,3
Путешествия,Кино,36-40,2019-09-24 18:30:00,1
Путешествия,Кино,36-40,2019-09-24 18:32:00,1
Путешествия,Кино,36-40,2019-09-24 18:54:00,2
Путешествия,Кино,36-40,2019-09-24 18:55:00,7
Путешествия,Кино,36-40,2019-09-24 18:56:00,7
Путешествия,Кино,36-40,2019-09-24 18:57:00,9
Путешествия,Кино,36-40,2019-09-24 18:58:00,15
Путешествия,Кино,36-40,2019-09-24 18:59:00,11
Путешествия,Кино,36-40,2019-09-24 19:00:00,5
Путешествия,Кино,41-45,2019-09-24 18:31:00,1
Путешествия,Кино,41-45,2019-09-24 18:34:00,1
Путешествия,Кино,41-45,2019-09-24 18:53:00,1
Путешествия,Кино,41-45,2019-09-24 18:54:00,1
Путешествия,Кино,41-45,2019-09-24 18:55:00,1
Путешествия,Кино,41-45,2019-09-24 18:56:00,6
Путешествия,Кино,41-45,2019-09-24 18:57:00,8
Путешествия,Кино,41-45,2019-09-24 18:58:00,3
Путешествия,Кино,41-45,2019-09-24 18:59:00,13
Путешествия,Кино,41-45,2019-09-24 19:00:00,1
Путешествия,Кино,45+,2019-09-24 18:28:00,1
Путешествия,Кино,45+,2019-09-24 18:55:00,3
Путешествия,Кино,45+,2019-09-24 18:57:00,3
Путешествия,Кино,45+,2019-09-24 18:58:00,2
Путешествия,Кино,45+,2019-09-24 18:59:00,3
Путешествия,Музыка,18-25,2019-09-24 18:28:00,1
Путешествия,Музыка,18-25,2019-09-24 18:31:00,1
Путешествия,Музыка,18-25,2019-09-24 18:55:00,3
Путешествия,Музыка,18-25,2019-09-24 18:56:00,1
Путешествия,Музыка,18-25,2019-09-24 18:57:00,3
Путешествия,Музыка,18-25,2019-09-24 18:58:00,4
Путешествия,Музыка,18-25,2019-09-24 18:59:00,2
Путешествия,Музыка,18-25,2019-09-24 19:00:00,1
Путешествия,Музыка,26-30,2019-09-24 18:55:00,1
Путешествия,Музыка,26-30,2019-09-24 18:56:00,2
Путешествия,Музыка,26-30,2019-09-24 18:58:00,2
Путешествия,Музыка,31-35,2019-09-24 18:30:00,1
Путешествия,Музыка,31-35,2019-09-24 18:56:00,1
Путешествия,Музыка,31-35,2019-09-24 18:59:00,1
Путешествия,Музыка,36-40,2019-09-24 18:56:00,1
Путешествия,Музыка,36-40,2019-09-24 18:57:00,1
Путешествия,Музыка,36-40,2019-09-24 18:58:00,1
Путешествия,Музыка,41-45,2019-09-24 18:28:00,1
Путешествия,Музыка,41-45,2019-09-24 18:55:00,1
Путешествия,Музыка,41-45,2019-09-24 18:56:00,2
Путешествия,Музыка,41-45,2019-09-24 18:57:00,1
Путешествия,Музыка,41-45,2019-09-24 18:59:00,1
Путешествия,Одежда,18-25,2019-09-24 18:29:00,3
Путешествия,Одежда,18-25,2019-09-24 18:30:00,3
Путешествия,Одежда,18-25,2019-09-24 18:31:00,3
Путешествия,Одежда,18-25,2019-09-24 18:32:00,2
Путешествия,Одежда,18-25,2019-09-24 18:33:00,2
Путешествия,Одежда,18-25,2019-09-24 18:53:00,1
Путешествия,Одежда,18-25,2019-09-24 18:54:00,7
Путешествия,Одежда,18-25,2019-09-24 18:55:00,24
Путешествия,Одежда,18-25,2019-09-24 18:56:00,30
Путешествия,Одежда,18-25,2019-09-24 18:57:00,37
Путешествия,Одежда,18-25,2019-09-24 18:58:00,33
Путешествия,Одежда,18-25,2019-09-24 18:59:00,27
Путешествия,Одежда,18-25,2019-09-24 19:00:00,6
Путешествия,Одежда,26-30,2019-09-24 18:29:00,2
Путешествия,Одежда,26-30,2019-09-24 18:31:00,1
Путешествия,Одежда,26-30,2019-09-24 18:32:00,1
Путешествия,Одежда,26-30,2019-09-24 18:54:00,2
Путешествия,Одежда,26-30,2019-09-24 18:55:00,7
Путешествия,Одежда,26-30,2019-09-24 18:56:00,13
Путешествия,Одежда,26-30,2019-09-24 18:57:00,15
Путешествия,Одежда,26-30,2019-09-24 18:58:00,15
Путешествия,Одежда,26-30,2019-09-24 18:59:00,4
Путешествия,Одежда,26-30,2019-09-24 19:00:00,2
Путешествия,Одежда,31-35,2019-09-24 18:32:00,1
Путешествия,Одежда,31-35,2019-09-24 18:52:00,1
Путешествия,Одежда,31-35,2019-09-24 18:54:00,5
Путешествия,Одежда,31-35,2019-09-24 18:55:00,3
Путешествия,Одежда,31-35,2019-09-24 18:56:00,10
Путешествия,Одежда,31-35,2019-09-24 18:57:00,18
Путешествия,Одежда,31-35,2019-09-24 18:58:00,10
Путешествия,Одежда,31-35,2019-09-24 18:59:00,10
Путешествия,Одежда,31-35,2019-09-24 19:00:00,5
Путешествия,Одежда,36-40,2019-09-24 18:52:00,1
Путешествия,Одежда,36-40,2019-09-24 18:54:00,4
Путешествия,Одежда,36-40,2019-09-24 18:55:00,8
Путешествия,Одежда,36-40,2019-09-24 18:56:00,8
Путешествия,Одежда,36-40,2019-09-24 18:57:00,7
Путешествия,Одежда,36-40,2019-09-24 18:58:00,9
Путешествия,Одежда,36-40,2019-09-24 18:59:00,6
Путешествия,Одежда,36-40,2019-09-24 19:00:00,2
Путешествия,Одежда,41-45,2019-09-24 18:32:00,1
Путешествия,Одежда,41-45,2019-09-24 18:55:00,1
Путешествия,Одежда,41-45,2019-09-24 18:56:00,5
Путешествия,Одежда,41-45,2019-09-24 18:57:00,4
Путешествия,Одежда,41-45,2019-09-24 18:58:00,3
Путешествия,Одежда,41-45,2019-09-24 18:59:00,2
Путешествия,Одежда,41-45,2019-09-24 19:00:00,2
Путешествия,Одежда,45+,2019-09-24 18:54:00,1
Путешествия,Одежда,45+,2019-09-24 18:55:00,2
Путешествия,Одежда,45+,2019-09-24 18:56:00,4
Путешествия,Одежда,45+,2019-09-24 18:57:00,1
Путешествия,Одежда,45+,2019-09-24 18:58:00,2
Путешествия,Одежда,45+,2019-09-24 18:59:00,4
Путешествия,Одежда,45+,2019-09-24 19:00:00,2
Путешествия,Полезные советы,18-25,2019-09-24 18:28:00,1
Путешествия,Полезные советы,18-25,2019-09-24 18:29:00,4
Путешествия,Полезные советы,18-25,2019-09-24 18:30:00,5
Путешествия,Полезные советы,18-25,2019-09-24 18:31:00,7
Путешествия,Полезные советы,18-25,2019-09-24 18:32:00,3
Путешествия,Полезные советы,18-25,2019-09-24 18:33:00,1
Путешествия,Полезные советы,18-25,2019-09-24 18:34:00,1
Путешествия,Полезные советы,18-25,2019-09-24 18:52:00,3
Путешествия,Полезные советы,18-25,2019-09-24 18:53:00,3
Путешествия,Полезные советы,18-25,2019-09-24 18:54:00,9
Путешествия,Полезные советы,18-25,2019-09-24 18:55:00,45
Путешествия,Полезные советы,18-25,2019-09-24 18:56:00,73
Путешествия,Полезные советы,18-25,2019-09-24 18:57:00,89
Путешествия,Полезные советы,18-25,2019-09-24 18:58:00,83
Путешествия,Полезные советы,18-25,2019-09-24 18:59:00,76
Путешествия,Полезные советы,18-25,2019-09-24 19:00:00,24
Путешествия,Полезные советы,26-30,2019-09-24 18:31:00,5
Путешествия,Полезные советы,26-30,2019-09-24 18:32:00,2
Путешествия,Полезные советы,26-30,2019-09-24 18:52:00,1
Путешествия,Полезные советы,26-30,2019-09-24 18:53:00,2
Путешествия,Полезные советы,26-30,2019-09-24 18:54:00,10
Путешествия,Полезные советы,26-30,2019-09-24 18:55:00,15
Путешествия,Полезные советы,26-30,2019-09-24 18:56:00,27
Путешествия,Полезные советы,26-30,2019-09-24 18:57:00,35
Путешествия,Полезные советы,26-30,2019-09-24 18:58:00,19
Путешествия,Полезные советы,26-30,2019-09-24 18:59:00,35
Путешествия,Полезные советы,26-30,2019-09-24 19:00:00,7
Путешествия,Полезные советы,31-35,2019-09-24 18:30:00,2
Путешествия,Полезные советы,31-35,2019-09-24 18:32:00,3
Путешествия,Полезные советы,31-35,2019-09-24 18:52:00,1
Путешествия,Полезные советы,31-35,2019-09-24 18:53:00,2
Путешествия,Полезные советы,31-35,2019-09-24 18:54:00,7
Путешествия,Полезные советы,31-35,2019-09-24 18:55:00,11
Путешествия,Полезные советы,31-35,2019-09-24 18:56:00,30
Путешествия,Полезные советы,31-35,2019-09-24 18:57:00,23
Путешествия,Полезные советы,31-35,2019-09-24 18:58:00,18
Путешествия,Полезные советы,31-35,2019-09-24 18:59:00,22
Путешествия,Полезные советы,31-35,2019-09-24 19:00:00,11
Путешествия,Полезные советы,36-40,2019-09-24 18:31:00,1
Путешествия,Полезные советы,36-40,2019-09-24 18:33:00,1
Путешествия,Полезные советы,36-40,2019-09-24 18:53:00,2
Путешествия,Полезные советы,36-40,2019-09-24 18:54:00,2
Путешествия,Полезные советы,36-40,2019-09-24 18:55:00,9
Путешествия,Полезные советы,36-40,2019-09-24 18:56:00,14
Путешествия,Полезные советы,36-40,2019-09-24 18:57:00,23
Путешествия,Полезные советы,36-40,2019-09-24 18:58:00,28
Путешествия,Полезные советы,36-40,2019-09-24 18:59:00,13
Путешествия,Полезные советы,36-40,2019-09-24 19:00:00,6
Путешествия,Полезные советы,41-45,2019-09-24 18:52:00,1
Путешествия,Полезные советы,41-45,2019-09-24 18:54:00,2
Путешествия,Полезные советы,41-45,2019-09-24 18:55:00,5
Путешествия,Полезные советы,41-45,2019-09-24 18:56:00,5
Путешествия,Полезные советы,41-45,2019-09-24 18:57:00,9
Путешествия,Полезные советы,41-45,2019-09-24 18:58:00,12
Путешествия,Полезные советы,41-45,2019-09-24 18:59:00,10
Путешествия,Полезные советы,41-45,2019-09-24 19:00:00,3
Путешествия,Полезные советы,45+,2019-09-24 18:54:00,1
Путешествия,Полезные советы,45+,2019-09-24 18:55:00,3
Путешествия,Полезные советы,45+,2019-09-24 18:56:00,3
Путешествия,Полезные советы,45+,2019-09-24 18:57:00,6
Путешествия,Полезные советы,45+,2019-09-24 18:58:00,8
Путешествия,Полезные советы,45+,2019-09-24 18:59:00,5
Путешествия,Полезные советы,45+,2019-09-24 19:00:00,1
Путешествия,Политика,18-25,2019-09-24 18:54:00,1
Путешествия,Политика,18-25,2019-09-24 18:55:00,3
Путешествия,Политика,18-25,2019-09-24 18:56:00,1
Путешествия,Политика,18-25,2019-09-24 18:57:00,4
Путешествия,Политика,18-25,2019-09-24 18:58:00,6
Путешествия,Политика,18-25,2019-09-24 18:59:00,5
Путешествия,Политика,26-30,2019-09-24 18:55:00,2
Путешествия,Политика,26-30,2019-09-24 18:56:00,2
Путешествия,Политика,26-30,2019-09-24 18:57:00,4
Путешествия,Политика,26-30,2019-09-24 18:58:00,5
Путешествия,Политика,26-30,2019-09-24 18:59:00,1
Путешествия,Политика,26-30,2019-09-24 19:00:00,1
Путешествия,Политика,31-35,2019-09-24 18:55:00,1
Путешествия,Политика,31-35,2019-09-24 18:56:00,2
Путешествия,Политика,31-35,2019-09-24 18:57:00,3
Путешествия,Политика,31-35,2019-09-24 18:58:00,4
Путешествия,Политика,36-40,2019-09-24 18:55:00,2
Путешествия,Политика,36-40,2019-09-24 18:56:00,2
Путешествия,Политика,36-40,2019-09-24 18:57:00,1
Путешествия,Политика,36-40,2019-09-24 18:58:00,1
Путешествия,Политика,36-40,2019-09-24 18:59:00,3
Путешествия,Политика,36-40,2019-09-24 19:00:00,1
Путешествия,Политика,41-45,2019-09-24 18:58:00,2
Путешествия,Политика,41-45,2019-09-24 18:59:00,2
Путешествия,Политика,45+,2019-09-24 18:59:00,1
Путешествия,Психология,18-25,2019-09-24 18:29:00,1
Путешествия,Психология,18-25,2019-09-24 18:32:00,1
Путешествия,Психология,18-25,2019-09-24 18:54:00,2
Путешествия,Психология,18-25,2019-09-24 18:55:00,5
Путешествия,Психология,18-25,2019-09-24 18:56:00,8
Путешествия,Психология,18-25,2019-09-24 18:57:00,11
Путешествия,Психология,18-25,2019-09-24 18:58:00,7
Путешествия,Психология,18-25,2019-09-24 18:59:00,6
Путешествия,Психология,18-25,2019-09-24 19:00:00,3
Путешествия,Психология,26-30,2019-09-24 18:28:00,1
Путешествия,Психология,26-30,2019-09-24 18:54:00,1
Путешествия,Психология,26-30,2019-09-24 18:55:00,6
Путешествия,Психология,26-30,2019-09-24 18:56:00,3
Путешествия,Психология,26-30,2019-09-24 18:57:00,8
Путешествия,Психология,26-30,2019-09-24 18:58:00,8
Путешествия,Психология,26-30,2019-09-24 18:59:00,7
Путешествия,Психология,26-30,2019-09-24 19:00:00,3
Путешествия,Психология,31-35,2019-09-24 18:32:00,1
Путешествия,Психология,31-35,2019-09-24 18:55:00,2
Путешествия,Психология,31-35,2019-09-24 18:56:00,6
Путешествия,Психология,31-35,2019-09-24 18:57:00,6
Путешествия,Психология,31-35,2019-09-24 18:58:00,6
Путешествия,Психология,31-35,2019-09-24 18:59:00,1
Путешествия,Психология,31-35,2019-09-24 19:00:00,2
Путешествия,Психология,36-40,2019-09-24 18:54:00,1
Путешествия,Психология,36-40,2019-09-24 18:55:00,1
Путешествия,Психология,36-40,2019-09-24 18:57:00,4
Путешествия,Психология,36-40,2019-09-24 18:58:00,1
Путешествия,Психология,36-40,2019-09-24 18:59:00,4
Путешествия,Психология,41-45,2019-09-24 18:55:00,1
Путешествия,Психология,41-45,2019-09-24 18:56:00,1
Путешествия,Психология,41-45,2019-09-24 18:57:00,3
Путешествия,Психология,41-45,2019-09-24 18:58:00,1
Путешествия,Психология,41-45,2019-09-24 18:59:00,1
Путешествия,Психология,45+,2019-09-24 18:56:00,2
Путешествия,Психология,45+,2019-09-24 18:57:00,1
Путешествия,Путешествия,18-25,2019-09-24 18:30:00,2
Путешествия,Путешествия,18-25,2019-09-24 18:31:00,3
Путешествия,Путешествия,18-25,2019-09-24 18:32:00,1
Путешествия,Путешествия,18-25,2019-09-24 18:33:00,1
Путешествия,Путешествия,18-25,2019-09-24 18:52:00,2
Путешествия,Путешествия,18-25,2019-09-24 18:53:00,1
Путешествия,Путешествия,18-25,2019-09-24 18:54:00,14
Путешествия,Путешествия,18-25,2019-09-24 18:55:00,28
Путешествия,Путешествия,18-25,2019-09-24 18:56:00,32
Путешествия,Путешествия,18-25,2019-09-24 18:57:00,33
Путешествия,Путешествия,18-25,2019-09-24 18:58:00,54
Путешествия,Путешествия,18-25,2019-09-24 18:59:00,57
Путешествия,Путешествия,18-25,2019-09-24 19:00:00,12
Путешествия,Путешествия,26-30,2019-09-24 18:28:00,1
Путешествия,Путешествия,26-30,2019-09-24 18:29:00,1
Путешествия,Путешествия,26-30,2019-09-24 18:30:00,4
Путешествия,Путешествия,26-30,2019-09-24 18:31:00,1
Путешествия,Путешествия,26-30,2019-09-24 18:32:00,3
Путешествия,Путешествия,26-30,2019-09-24 18:53:00,1
Путешествия,Путешествия,26-30,2019-09-24 18:54:00,3
Путешествия,Путешествия,26-30,2019-09-24 18:55:00,13
Путешествия,Путешествия,26-30,2019-09-24 18:56:00,18
Путешествия,Путешествия,26-30,2019-09-24 18:57:00,26
Путешествия,Путешествия,26-30,2019-09-24 18:58:00,25
Путешествия,Путешествия,26-30,2019-09-24 18:59:00,28
Путешествия,Путешествия,26-30,2019-09-24 19:00:00,9
Путешествия,Путешествия,31-35,2019-09-24 18:29:00,1
Путешествия,Путешествия,31-35,2019-09-24 18:30:00,2
Путешествия,Путешествия,31-35,2019-09-24 18:32:00,1
Путешествия,Путешествия,31-35,2019-09-24 18:33:00,1
Путешествия,Путешествия,31-35,2019-09-24 18:54:00,2
Путешествия,Путешествия,31-35,2019-09-24 18:55:00,9
Путешествия,Путешествия,31-35,2019-09-24 18:56:00,12
Путешествия,Путешествия,31-35,2019-09-24 18:57:00,16
Путешествия,Путешествия,31-35,2019-09-24 18:58:00,19
Путешествия,Путешествия,31-35,2019-09-24 18:59:00,24
Путешествия,Путешествия,31-35,2019-09-24 19:00:00,8
Путешествия,Путешествия,36-40,2019-09-24 18:30:00,2
Путешествия,Путешествия,36-40,2019-09-24 18:31:00,1
Путешествия,Путешествия,36-40,2019-09-24 18:32:00,1
Путешествия,Путешествия,36-40,2019-09-24 18:33:00,1
Путешествия,Путешествия,36-40,2019-09-24 18:34:00,1
Путешествия,Путешествия,36-40,2019-09-24 18:54:00,3
Путешествия,Путешествия,36-40,2019-09-24 18:55:00,12
Путешествия,Путешествия,36-40,2019-09-24 18:56:00,9
Путешествия,Путешествия,36-40,2019-09-24 18:57:00,15
Путешествия,Путешествия,36-40,2019-09-24 18:58:00,14
Путешествия,Путешествия,36-40,2019-09-24 18:59:00,16
Путешествия,Путешествия,36-40,2019-09-24 19:00:00,8
Путешествия,Путешествия,41-45,2019-09-24 18:29:00,1
Путешествия,Путешествия,41-45,2019-09-24 18:30:00,3
Путешествия,Путешествия,41-45,2019-09-24 18:32:00,1
Путешествия,Путешествия,41-45,2019-09-24 18:52:00,1
Путешествия,Путешествия,41-45,2019-09-24 18:54:00,1
Путешествия,Путешествия,41-45,2019-09-24 18:55:00,2
Путешествия,Путешествия,41-45,2019-09-24 18:56:00,2
Путешествия,Путешествия,41-45,2019-09-24 18:57:00,10
Путешествия,Путешествия,41-45,2019-09-24 18:58:00,7
Путешествия,Путешествия,41-45,2019-09-24 18:59:00,16
Путешествия,Путешествия,41-45,2019-09-24 19:00:00,4
Путешествия,Путешествия,45+,2019-09-24 18:32:00,1
Путешествия,Путешествия,45+,2019-09-24 18:54:00,1
Путешествия,Путешествия,45+,2019-09-24 18:55:00,1
Путешествия,Путешествия,45+,2019-09-24 18:56:00,7
Путешествия,Путешествия,45+,2019-09-24 18:57:00,12
Путешествия,Путешествия,45+,2019-09-24 18:58:00,12
Путешествия,Путешествия,45+,2019-09-24 18:59:00,6
Путешествия,Путешествия,45+,2019-09-24 19:00:00,2
Путешествия,Ремонт,18-25,2019-09-24 18:28:00,1
Путешествия,Ремонт,18-25,2019-09-24 18:29:00,1
Путешествия,Ремонт,18-25,2019-09-24 18:31:00,2
Путешествия,Ремонт,18-25,2019-09-24 18:32:00,1
Путешествия,Ремонт,18-25,2019-09-24 18:33:00,3
Путешествия,Ремонт,18-25,2019-09-24 18:34:00,1
Путешествия,Ремонт,18-25,2019-09-24 18:54:00,7
Путешествия,Ремонт,18-25,2019-09-24 18:55:00,21
Путешествия,Ремонт,18-25,2019-09-24 18:56:00,30
Путешествия,Ремонт,18-25,2019-09-24 18:57:00,35
Путешествия,Ремонт,18-25,2019-09-24 18:58:00,30
Путешествия,Ремонт,18-25,2019-09-24 18:59:00,31
Путешествия,Ремонт,18-25,2019-09-24 19:00:00,11
Путешествия,Ремонт,26-30,2019-09-24 18:31:00,1
Путешествия,Ремонт,26-30,2019-09-24 18:32:00,1
Путешествия,Ремонт,26-30,2019-09-24 18:33:00,1
Путешествия,Ремонт,26-30,2019-09-24 18:34:00,1
Путешествия,Ремонт,26-30,2019-09-24 18:54:00,3
Путешествия,Ремонт,26-30,2019-09-24 18:55:00,11
Путешествия,Ремонт,26-30,2019-09-24 18:56:00,18
Путешествия,Ремонт,26-30,2019-09-24 18:57:00,22
Путешествия,Ремонт,26-30,2019-09-24 18:58:00,27
Путешествия,Ремонт,26-30,2019-09-24 18:59:00,17
Путешествия,Ремонт,26-30,2019-09-24 19:00:00,8
Путешествия,Ремонт,31-35,2019-09-24 18:29:00,1
Путешествия,Ремонт,31-35,2019-09-24 18:33:00,1
Путешествия,Ремонт,31-35,2019-09-24 18:54:00,4
Путешествия,Ремонт,31-35,2019-09-24 18:55:00,8
Путешествия,Ремонт,31-35,2019-09-24 18:56:00,14
Путешествия,Ремонт,31-35,2019-09-24 18:57:00,14
Путешествия,Ремонт,31-35,2019-09-24 18:58:00,28
Путешествия,Ремонт,31-35,2019-09-24 18:59:00,20
Путешествия,Ремонт,31-35,2019-09-24 19:00:00,5
Путешествия,Ремонт,36-40,2019-09-24 18:30:00,1
Путешествия,Ремонт,36-40,2019-09-24 18:32:00,1
Путешествия,Ремонт,36-40,2019-09-24 18:53:00,1
Путешествия,Ремонт,36-40,2019-09-24 18:54:00,1
Путешествия,Ремонт,36-40,2019-09-24 18:55:00,2
Путешествия,Ремонт,36-40,2019-09-24 18:56:00,6
Путешествия,Ремонт,36-40,2019-09-24 18:57:00,6
Путешествия,Ремонт,36-40,2019-09-24 18:58:00,9
Путешествия,Ремонт,36-40,2019-09-24 18:59:00,7
Путешествия,Ремонт,36-40,2019-09-24 19:00:00,3
Путешествия,Ремонт,41-45,2019-09-24 18:55:00,3
Путешествия,Ремонт,41-45,2019-09-24 18:56:00,3
Путешествия,Ремонт,41-45,2019-09-24 18:57:00,6
Путешествия,Ремонт,41-45,2019-09-24 18:58:00,1
Путешествия,Ремонт,41-45,2019-09-24 18:59:00,4
Путешествия,Ремонт,41-45,2019-09-24 19:00:00,1
Путешествия,Ремонт,45+,2019-09-24 18:54:00,1
Путешествия,Ремонт,45+,2019-09-24 18:55:00,1
Путешествия,Ремонт,45+,2019-09-24 18:56:00,3
Путешествия,Ремонт,45+,2019-09-24 18:57:00,2
Путешествия,Ремонт,45+,2019-09-24 18:58:00,5
Путешествия,Ремонт,45+,2019-09-24 18:59:00,3
Путешествия,Ремонт,45+,2019-09-24 19:00:00,2
Путешествия,Россия,18-25,2019-09-24 18:28:00,1
Путешествия,Россия,18-25,2019-09-24 18:30:00,6
Путешествия,Россия,18-25,2019-09-24 18:31:00,1
Путешествия,Россия,18-25,2019-09-24 18:32:00,3
Путешествия,Россия,18-25,2019-09-24 18:34:00,1
Путешествия,Россия,18-25,2019-09-24 18:35:00,1
Путешествия,Россия,18-25,2019-09-24 18:52:00,1
Путешествия,Россия,18-25,2019-09-24 18:54:00,8
Путешествия,Россия,18-25,2019-09-24 18:55:00,28
Путешествия,Россия,18-25,2019-09-24 18:56:00,47
Путешествия,Россия,18-25,2019-09-24 18:57:00,57
Путешествия,Россия,18-25,2019-09-24 18:58:00,56
Путешествия,Россия,18-25,2019-09-24 18:59:00,49
Путешествия,Россия,18-25,2019-09-24 19:00:00,12
Путешествия,Россия,26-30,2019-09-24 18:29:00,1
Путешествия,Россия,26-30,2019-09-24 18:30:00,3
Путешествия,Россия,26-30,2019-09-24 18:31:00,1
Путешествия,Россия,26-30,2019-09-24 18:32:00,1
Путешествия,Россия,26-30,2019-09-24 18:53:00,2
Путешествия,Россия,26-30,2019-09-24 18:54:00,6
Путешествия,Россия,26-30,2019-09-24 18:55:00,12
Путешествия,Россия,26-30,2019-09-24 18:56:00,23
Путешествия,Россия,26-30,2019-09-24 18:57:00,26
Путешествия,Россия,26-30,2019-09-24 18:58:00,26
Путешествия,Россия,26-30,2019-09-24 18:59:00,24
Путешествия,Россия,26-30,2019-09-24 19:00:00,5
Путешествия,Россия,31-35,2019-09-24 18:28:00,1
Путешествия,Россия,31-35,2019-09-24 18:31:00,1
Путешествия,Россия,31-35,2019-09-24 18:54:00,3
Путешествия,Россия,31-35,2019-09-24 18:55:00,9
Путешествия,Россия,31-35,2019-09-24 18:56:00,15
Путешествия,Россия,31-35,2019-09-24 18:57:00,17
Путешествия,Россия,31-35,2019-09-24 18:58:00,15
Путешествия,Россия,31-35,2019-09-24 18:59:00,12
Путешествия,Россия,31-35,2019-09-24 19:00:00,3
Путешествия,Россия,36-40,2019-09-24 18:53:00,1
Путешествия,Россия,36-40,2019-09-24 18:54:00,3
Путешествия,Россия,36-40,2019-09-24 18:55:00,8
Путешествия,Россия,36-40,2019-09-24 18:56:00,12
Путешествия,Россия,36-40,2019-09-24 18:57:00,9
Путешествия,Россия,36-40,2019-09-24 18:58:00,11
Путешествия,Россия,36-40,2019-09-24 18:59:00,8
Путешествия,Россия,36-40,2019-09-24 19:00:00,3
Путешествия,Россия,41-45,2019-09-24 18:30:00,1
Путешествия,Россия,41-45,2019-09-24 18:33:00,1
Путешествия,Россия,41-45,2019-09-24 18:54:00,1
Путешествия,Россия,41-45,2019-09-24 18:56:00,9
Путешествия,Россия,41-45,2019-09-24 18:57:00,6
